City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
432,Santiago Del Estero,AR,74.7,broken clouds,-27.7951,-64.2615,Apartamentos Castelli 90
433,Nueva Loja,EC,70.68,overcast clouds,0.0847,-76.8828,Limoncocha Great Hotel
434,Luganville,VU,82.08,broken clouds,-15.5333,167.1667,The Espiritu Hotel
436,Kamaishi,JP,57.2,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
438,Urucara,BR,72.39,overcast clouds,-2.5364,-57.76,Hotel japa
440,Bud,US,61.0,overcast clouds,39.446999999999996,-86.1758,Ted McQuinn Trust
442,San Jose,US,55.4,few clouds,37.3394,-121.895,The Westin San Jose
443,Praia Da Vitoria,PT,57.2,broken clouds,38.7333,-27.0667,Hotel Branco I
444,Quatre Cocos,MU,75.99,broken clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
449,Wajima,JP,48.2,broken clouds,37.4,136.9,Wajiima Onsen Yashio
450,Mitu,CO,73.54,light rain,1.1983,-70.1733,
451,Chifeng,CN,62.33,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
452,Hamilton,US,64.99,broken clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
453,Jiwani,PK,76.8,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
454,Puro,PH,85.33,broken clouds,12.4841,123.3827,
455,Lorengau,PG,85.77,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
457,Lanzhou,CN,46.4,broken clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
458,Pombas,CV,69.8,few clouds,17.1503,-25.0201,POUSADA O RECANTO
459,Kabinda,CD,64.69,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
461,Coquimbo,CL,57.2,clear sky,-29.9533,-71.3436,Punto de encuentro
463,Cockburn Town,TC,77.27,clear sky,21.4612,-71.1419,Osprey Beach Hotel
467,Moree,AU,78.8,scattered clouds,-29.4667,149.85,Molika Springs Motel
468,Ormara,PK,79.54,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
469,Tigzirt,DZ,56.1,scattered clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
470,Karlskoga,SE,42.8,overcast clouds,59.3267,14.5239,Hotel Alfred Nobel
471,Sibolga,ID,82.33,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
472,Lunenburg,CA,41.0,overcast clouds,44.3835,-64.3155,Lunenburg Arms Hotel
473,Gasa,PS,53.6,few clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
474,Bareli,IN,82.35,clear sky,28.35,79.4167,Hotel Amaya
475,Waitati,NZ,64.99,broken clouds,-45.75,170.5667,Arden Country House BnB Dunedin
476,Hwange,ZW,64.71,few clouds,-18.3693,26.5019,Hwange Colliery Guest House
477,Alihe,CN,38.52,light rain,50.5667,123.7167,Alihe Forestry Hotel
479,Waingapu,ID,84.47,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
480,Sarh,TD,78.8,clear sky,9.1429,18.3923,Hôtel des Chasses
482,Isangel,VU,84.2,few clouds,-19.55,169.2667,Volcano Sea View Tree House
483,Port Macquarie,AU,78.8,clear sky,-31.4333,152.9167,Rydges Port Macquarie
485,Neuquen,AR,55.4,clear sky,-38.9516,-68.0591,Hotel del Comahue
486,Preobrazheniye,RU,40.98,scattered clouds,42.9019,133.9064,Campsite Orlan
488,Beira,MZ,69.8,clear sky,-19.8436,34.8389,Beira Terrace Hotel
489,Concord,US,55.99,few clouds,37.978,-122.0311,Premier Inns Concord
491,Vila Velha,BR,73.4,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
492,North Bend,US,46.4,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
493,Worthington,US,63.0,scattered clouds,40.0931,-83.01799999999999,Sheraton Suites Columbus Worthington
494,Aneby,SE,39.2,mist,57.839,14.8102,Ralingsåsgården
495,Jiangdu,CN,68.9,clear sky,32.4286,119.5574,Super 8 Hotel （Jiangdu Xiancheng Branch） Parking Lot
497,Asmara,ER,55.99,broken clouds,15.3333,38.9333,Hamasien Hotel
499,Grandola,PT,48.0,overcast clouds,38.1772,-8.5668,Hotel Dom Jorge
500,Cachoeira Do Sul,BR,66.92,broken clouds,-30.0392,-52.8939,Rede Bonnel Tropical Hotel Confort
501,Seesen,DE,46.0,overcast clouds,51.9,10.1833,Pension Brunhilde Pflug
502,Ferrol,ES,46.4,broken clouds,43.4832,-8.2369,Carrís Almirante
503,Port Hardy,CA,44.6,scattered clouds,50.6996,-127.4199,Airport Inn
505,Ranavav,IN,78.8,clear sky,21.6842,69.7408,Tauren Hotel
507,Bam,IR,80.89,few clouds,29.105999999999998,58.357,Bam Tourist Hotel
508,Hokitika,NZ,64.22,broken clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
509,Karpathos,GR,46.4,few clouds,35.507,27.2132,Alex
510,Sakaiminato,JP,66.2,few clouds,35.55,133.2333,味処・民宿 まつや
513,Pemalang,ID,84.81,overcast clouds,-6.9,109.3667,The Winner Hotel Pemalang
514,Aswan,EG,59.7,clear sky,24.0934,32.907,Nuba Nile
516,Lugovoy,KZ,54.48,moderate rain,42.9472,72.7644,Ж.Д Вокзал Луговая
517,Mogadishu,SO,79.36,scattered clouds,2.0371,45.3438,Olympic Hotel
518,Gat,IL,53.01,broken clouds,31.61,34.7642,OlusHome
519,San Policarpo,PH,83.73,overcast clouds,12.1791,125.5072,JM Lodge
520,Revelstoke,CA,39.2,overcast clouds,50.9832,-118.2023,Best Western Plus Revelstoke
521,Nampula,MZ,71.6,broken clouds,-15.1165,39.2666,BUTIK Hotel
523,Sterling,US,64.99,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
524,Ewa Beach,US,80.6,clear sky,21.3156,-158.0072,Uncle Junior Robert
525,Salcininkai,LT,35.01,overcast clouds,54.3,25.3833,RENTENA
526,Banda Aceh,ID,84.4,overcast clouds,5.5577,95.3222,Sulthan Hotel International
528,Vredendal,ZA,63.99,scattered clouds,-31.6683,18.5012,Tharrakamma Guest House
529,Mildura,AU,73.99,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
530,Sakakah,SA,53.6,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
531,Nsanje,MW,67.51,few clouds,-16.92,35.262,Nsanje Discovery Lodge
532,Sao Borja,BR,71.44,scattered clouds,-28.6606,-56.0044,Hotel Executivo
533,Khasan,RU,41.14,overcast clouds,42.4308,130.6434,
534,Sikeston,US,55.4,clear sky,36.8767,-89.5879,Drury Inn & Suites Sikeston
536,Williston,US,37.0,scattered clouds,48.147,-103.618,Hampton Inn & Suites Williston
537,Nishihara,JP,77.0,scattered clouds,26.1842,127.7558,Minshuku Agaihama
539,Coruripe,BR,76.73,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
541,Traunstein,DE,39.2,broken clouds,47.8833,12.65,Rosenheimer Hof
543,Yichun,CN,40.71,overcast clouds,47.7,128.9,锦江酒店
544,Cartagena,CO,80.6,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
545,Neiafu,TO,86.0,scattered clouds,-18.65,-173.9833,Mystic Sands
546,Hualmay,PE,70.05,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
547,Taoudenni,ML,64.53,clear sky,22.6783,-3.9836,
551,Ouegoa,NC,83.32,scattered clouds,-20.35,164.4333,
554,Wamba,NG,74.95,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
556,San Vicente,AR,66.51,moderate rain,-26.6167,-54.1333,Complejo Turístico Farelluk
558,Betare Oya,CM,66.15,broken clouds,5.6,14.0833,Auberge Tembina Betaré Oya
560,Flinders,AU,70.0,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
561,Paka,MY,84.2,scattered clouds,4.6374,103.4368,RUMBIA RESORT VILLA
562,Wajid,SO,73.38,scattered clouds,3.8093,43.2471,xamdihotelresturant114
563,Jackson,US,46.4,scattered clouds,42.4165,-122.8345,Agate Village Apartments
564,Padang,ID,86.0,few clouds,-0.9492,100.3543,Mercure Padang
565,Kirakira,SB,85.89,few clouds,-10.4544,161.9205,SanBiz Lodge
566,Dom Pedro,BR,71.6,overcast clouds,-4.4833,-44.45,Pousada Santa Amália
569,Stromness,GB,42.8,overcast clouds,58.965,-3.2960000000000003,The Old Smokery
570,Plouzane,FR,50.0,overcast clouds,48.3833,-4.6167,Lymina
571,Bambanglipuro,ID,85.78,overcast clouds,-7.95,110.2833,Puri Brata
573,Caravelas,BR,74.48,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
574,Leshan,CN,58.32,overcast clouds,29.5623,103.7639,Leshan Haiyun International Youth Hostel
575,Hobyo,SO,80.04,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
576,Kuandian,CN,52.79,overcast clouds,40.7286,124.7847,Hi Inn Dandong Kuandian Ji Xian Garden
578,Menongue,AO,61.34,light rain,-14.6585,17.691,Ritz Lauca
579,Sorland,NO,40.69,broken clouds,67.667,12.6934,Sjybrygga fiskecamp
580,Melchor De Mencos,GT,82.4,clear sky,17.0686,-89.1522,Xultun Farm
581,Kudat,MY,86.0,few clouds,6.8837,116.8477,Dream Garden Hotel
583,Caibarien,CU,77.0,few clouds,22.5206,-79.4669,La Nena
584,Sao Miguel Do Araguaia,BR,72.14,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
585,Axim,GH,77.05,broken clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
586,Kindu,CD,69.04,heavy intensity rain,-2.95,25.95,Résidence Okanda
587,Taiobeiras,BR,62.31,scattered clouds,-15.8078,-42.2331,Dallas Hotel
588,Kaura Namoda,NG,78.58,broken clouds,12.5898,6.5779,Moonlight Hotel
589,Shimoda,JP,62.6,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
590,Saint Anthony,US,39.2,clear sky,45.0205,-93.21799999999999,Holiday Inn Express Roseville-St. Paul
591,Pinawa,CA,35.4,overcast clouds,50.1489,-95.8811,Pinawa Motel
592,Thomaston,US,73.4,overcast clouds,32.8882,-84.3266,Days Inn by Wyndham Thomaston
593,El Tigre,VE,75.58,overcast clouds,8.8875,-64.2454,Hotel Santa Cruz
594,Jardim,BR,73.54,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
595,Chanal,MX,84.2,clear sky,16.7167,-92.4,DOMICILIO
596,Bereda,ES,46.4,broken clouds,43.2686,-7.5406,Pazo de Verdes
598,Manado,ID,77.0,moderate rain,1.4869999999999999,124.8455,Aryaduta Hotel
599,Yumen,CN,58.75,few clouds,40.2833,97.2,
600,Porto Santo,PT,62.6,few clouds,33.071999999999996,-16.3415,Hotel Porto Santo & Spa
603,Abu Zabad,SD,74.77,few clouds,12.35,29.25,حامد محمد نور
605,Puerto Madryn,AR,56.01,clear sky,-42.7692,-65.0385,Hotel Tolosa
607,Hailin,CN,44.58,overcast clouds,44.5833,129.4167,Grand Legend Hotel
608,Araure,VE,73.74,overcast clouds,9.5601,-69.2148,Hotel Las Majaguas
610,Morelia,MX,57.43,scattered clouds,19.7008,-101.1844,"Hotel Alameda Morelia, Centro Histórico"
611,Tabuk,PH,85.05,few clouds,17.4189,121.4443,Golden Berries Hotel and Convention
612,Sao Felix Do Xingu,BR,68.58,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
613,Capao Da Canoa,BR,72.43,light rain,-29.7456,-50.0097,Hotel Araçá
614,Te Anau,NZ,64.42,moderate rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
615,Santa Fe,AR,69.01,broken clouds,-31.6333,-60.7,Conquistador Hotel
616,Scarborough,GB,46.0,overcast clouds,54.2797,-0.4044,Ambassador
617,Bharuch,IN,86.0,smoke,21.7,72.9667,Krishna Guest House
618,Izumo,JP,64.4,clear sky,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
619,Ambilobe,MG,75.49,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
620,Ashington,GB,48.0,broken clouds,50.9331,-0.3909,Tirol House
622,Cardenas,CU,75.2,few clouds,23.0375,-81.2047,Casa JF 1906
623,Balkanabat,TM,56.19,clear sky,39.5108,54.3671,Nebitchi Hotel
624,Mapastepec,MX,76.03,few clouds,15.4333,-92.9,Hotel San Carlos
625,Termoli,IT,46.15,clear sky,41.9888,14.9895,Hotel Mistral
626,Berezovka,BY,36.9,overcast clouds,53.7214,25.4993,Nad Nemanom Usad'ba
627,Barentu,ER,70.54,broken clouds,15.1139,37.5928,
628,Tenkodogo,BF,82.99,broken clouds,11.78,-0.3697,Hôtel Tiéba
629,Anju,KP,57.51,overcast clouds,39.6178,125.6647,Super Secret Russian Base
631,Vanimo,PG,76.78,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
633,Lac Du Bonnet,CA,37.99,overcast clouds,50.2536,-96.0612,Casey's Inn Motor Hotel
634,Paluan,PH,85.68,few clouds,13.415999999999999,120.4623,Calawagan Mountain Resort
635,Warrnambool,AU,66.99,overcast clouds,-38.3833,142.4833,Lady Bay Resort
636,Valdivia,CL,46.4,clear sky,-39.8142,-73.2459,Hostal Entre Rios
638,Sapa,PH,84.4,scattered clouds,5.1544,120.3241,
639,Luanda,AO,75.2,moderate rain,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
641,Arlit,NE,66.36,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
642,Mayo,US,60.01,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
643,Mingaora,PK,65.77,few clouds,34.7758,72.3625,Burj Al Swat
644,Sroda Wielkopolska,PL,39.0,mist,52.2284,17.2762,Hotel Restauracja Wielkopolanka
645,Gigmoto,PH,82.8,broken clouds,13.7796,124.39,Cj's Travellers Inn
646,Chenzhou,CN,81.18,clear sky,25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
647,Mindelo,CV,69.8,few clouds,16.8901,-24.9804,Hotel Gaudi
648,Raudeberg,NO,46.0,light rain,61.9875,5.1352,Nordre Silda.
649,Marsa Matruh,EG,53.6,scattered clouds,31.3525,27.2453,Beau Site
651,Barcelos,PT,48.2,broken clouds,41.5388,-8.6151,Hotel Do Terço
652,Winnemucca,US,37.4,overcast clouds,40.973,-117.7357,Winners Inn Casino
653,Kidal,ML,69.13,clear sky,18.4411,1.4078,
654,Kulhudhuffushi,MV,83.7,scattered clouds,6.6221,73.07,Haajy Guest House 1
655,San Andres,CO,80.6,few clouds,12.5847,-81.7006,Hotel Arena Blanca
657,Pemangkat,ID,81.0,overcast clouds,1.1667,108.9667,Kost H.Syamsuddin
658,Jaicos,BR,72.81,overcast clouds,-7.3592,-41.1378,Hotel Jaicós
659,Awbari,LY,50.38,clear sky,26.5921,12.7805,فندق أوباري
660,Rancho Palos Verdes,US,54.0,scattered clouds,33.7445,-118.387,Terranea Resort
662,Yangjiang,CN,79.0,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
663,Kumbo,CM,60.62,scattered clouds,6.2,10.6667,Western Inn Resort
664,Iracoubo,GF,75.97,scattered clouds,5.4802,-53.2011,Le Gite D Iracoubo
666,Korla,CN,57.2,broken clouds,41.7597,86.1469,Gulisitan Hotel
667,Namatanai,PG,84.52,light rain,-3.6667,152.4333,Namatanai Hotel
668,Felanitx,ES,53.01,scattered clouds,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
669,Makakilo City,US,80.6,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
670,Lytkarino,RU,36.0,overcast clouds,55.5814,37.9058,"Park-Otel' ""Orlovskiy"""
671,Shirokiy,RU,38.73,broken clouds,49.758,129.523,
672,Port Augusta,AU,69.8,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
673,Maragogi,BR,77.2,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
675,Malanje,AO,64.22,light rain,-9.5402,16.340999999999998,Malanje Hotel
676,Hohhot,CN,50.0,few clouds,40.8106,111.6522,Sheraton Hohhot Hotel
677,Manta,EC,75.2,overcast clouds,-0.95,-80.7333,Balandra Hotel
678,Freeport,US,53.01,overcast clouds,40.6576,-73.5832,The Freeport Inn and Marina
681,Estelle,US,73.99,mist,29.8458,-90.1067,Ohio
682,Martapura,ID,82.4,moderate rain,-3.4167,114.85,Montana Hotel Syariah
683,Great Yarmouth,GB,46.4,scattered clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
685,Praya,CV,68.0,few clouds,14.9215,-23.5087,LT Aparthotel
687,Staunton,US,66.0,overcast clouds,38.1496,-79.0717,Hotel 24 South
689,Kananga,CD,66.36,light rain,-5.8958,22.4178,Guest House Wood Land
690,Iquique,CL,66.2,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
691,Kutum,SD,66.61,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
692,Trail,CA,39.2,scattered clouds,49.0998,-117.7022,Glenwood Inn & Suites
693,Lakes Entrance,AU,72.0,scattered clouds,-37.8811,147.981,The Esplanade Resort & Spa
694,Aichach,DE,39.99,broken clouds,48.4576,11.1341,Drei Bären Inn
696,Asosa,ET,70.32,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
698,Ajdabiya,LY,52.18,few clouds,30.7554,20.2263,Almadina Hotel
701,Sneek,NL,46.0,scattered clouds,53.033,5.6589,Amicitia Hotel
702,Erdenet,MN,37.69,broken clouds,49.0333,104.0833,Erdenet hotel
703,Batticaloa,LK,83.89,overcast clouds,7.7102,81.6924,Grand Star Guest House
704,Victoria,HK,77.0,scattered clouds,22.2855,114.1577,Mini Hotel Central
705,Fomboni,KM,83.35,few clouds,-12.28,43.7425,Relais Singani
706,Weinan,CN,59.0,light rain,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
707,Palaia Fokaia,GR,42.01,few clouds,37.72,23.9463,Plaza Resort Hotel
708,Bongandanga,CD,67.3,light rain,1.5,21.05,
711,Enkoping,SE,39.2,overcast clouds,59.6361,17.0777,Best Western Hotel Park Astoria
712,Vrangel,RU,38.44,few clouds,42.7297,133.0839,"Отель ""БАЛИ"""
713,Liuhe,CN,57.09,overcast clouds,42.2401,125.7172,Grain Hostel
714,Aquiraz,BR,75.0,heavy intensity rain,-3.9014,-38.3911,Pousada Rua Camurupim
716,Desaguadero,PE,45.27,broken clouds,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
717,Bara,NG,77.04,overcast clouds,10.3744,10.7288,
719,Tortoli,IT,51.8,clear sky,39.9256,9.6572,Hotel La Bitta
720,Peterhead,GB,45.0,broken clouds,57.5058,-1.7981,Palace Hotel
721,Calbuco,CL,44.6,clear sky,-41.768,-73.1273,Hotel Colonial
722,Imuris,MX,52.07,clear sky,30.7833,-110.8667,Hotel toro Hereford
723,Acapulco,MX,78.8,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
724,Rio Grande,BR,73.99,moderate rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
726,Shenzhen,CN,77.0,clear sky,22.5455,114.0683,Shenzhen Shanghai Hotel
727,Tonj,SS,80.31,overcast clouds,7.2737,28.6822,
728,Northam,GB,52.0,overcast clouds,51.0333,-4.2167,Durrant House Hotel
730,Tupa,BR,72.91,clear sky,-21.9347,-50.5136,Grande Hotel Tamoios
731,Esna,EG,55.4,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
733,Margate,GB,50.0,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
734,Kavadarci,MK,37.0,clear sky,41.4331,22.0119,Feni
